Name,League,Division,Team id,points,OR
Not Mhoo,8,5,7591507,61,429489
Kishor Maharjan,8,5,3639623,60,270118
Jonathan Laredo,8,5,37237,60,588504
Helen Littlewood,8,5,1827690,59,317087
ricardo kanhai,8,5,7386108,59,387614
Paul White,8,5,319006,56,742382
mark haley,8,5,1659022,55,274227
Stephanos Koutentis,8,5,47792,52,1205592
Mohamad Khattab,8,5,2030420,51,623084
Adarsh Mahadevan,8,5,11430,51,858890
Tim Matthews,8,5,12411,51,1486628
Dobrin Natov,8,5,3201630,49,5312651
MD. SAIFUL ISLAM,8,5,789383,45,3519570
Aleem Gulamhusein,8,5,3527327,37,4624375
Jawad Baig,8,5,3032736,24,3872474
David Papworth,8,6,2238047,74,56100
Chinedu Onwurah,8,6,1944888,68,1367701
Joe Nottingham,8,6,847754,64,36409
Andrew Taylor,8,6,953827,64,425566
david happs,8,6,545644,63,62591
Robbie Whelan,8,6,3638568,61,590788
Kwodwo Asante,8,6,5330814,60,1524469
Damien Masterson,8,6,525735,59,615708
Schlupptown Dunk,8,6,23180,58,399934
Tijani Ayinla,8,6,7991788,58,2649165
Nick Mc Keever,8,6,7024037,57,405300
Hugo Stam,8,6,287686,55,131442
Neil Kemp,8,6,131513,55,142974
Simon Rush,8,6,560996,55,406662
Ian Patten,8,6,778416,54,1033444
Lee Paul,8,6,3168848,52,1426997
Derek champion,8,6,977848,52,3491991
Jonathan Reddy,8,6,7636114,51,2490157
Ciaran Cannon,8,6,5630667,47,4237169
waseem abu leil,8,6,566817,23,6999135
Adam Gosling,8,7,153080,73,98417
Hritwik raj Agarwal,8,7,1043602,67,1093934
Luke Riley,8,7,2711271,66,50073
Yang Yang,8,7,1792733,64,890137
Giles Foister,8,7,2107502,63,439742
Nguyễn Xuân Nam,8,7,252402,62,381279
Oliver Reid,8,7,841986,61,219988
liam murphy,8,7,122154,59,625466
Søren Christian Mikkelsen,8,7,383136,58,131957
Mark Billy Svensson,8,7,1379443,58,833520
Emil Vo,8,7,1082148,57,343753
Peter Mills,8,7,1028,57,1014632
derek honey,8,7,943470,57,1160843
Ross Cordingley,8,7,5500709,54,112319
WJ Yang,8,7,283234,54,2534032
Pyry Siivonen,8,7,983241,54,2877150
Philippe Grand,8,7,2018636,48,2176697
Wasiq Ahmed Tarar,8,7,457610,46,2906146
Dave Bennett,8,7,2000760,42,1773839
Dhaman Gill,8,7,2086096,27,8198904
Ian Roberts,8,8,407631,87,91094
satchi bodhita,8,8,702416,72,1241344
Sivanthi Adityan,8,8,1903484,66,198770
Jide O,8,8,5577378,66,783448
Rob Jewitt,8,8,888177,63,401281
Seelan Moodley,8,8,1203649,62,356661
Chukwudi Esemene,8,8,2989523,61,485470
James Allen,8,8,945444,60,249537
James H,8,8,49777,60,326945
He Cui,8,8,1833252,55,1443754
Sam Cook,8,8,14901,54,635460
Thomas Watkins,8,8,5530451,53,655894
Stephen Tiplady,8,8,6262784,51,520243
Kevin Scheepers,8,8,6178687,51,772426
Sidharthan Sakthivelu,8,8,264892,51,1220523
Luca Vaiani,8,8,888194,50,372717
Emre Kösemen,8,8,1574581,49,701745
Dominic Dowling,8,8,1965465,48,2738466
Hugo Mendonca,8,8,1329023,42,3741433
Kieran Regan,8,8,255587,33,7501981
Kash Alam,8,9,3022627,76,57417
Eve Dunmsore,8,9,2594637,72,340979
J Smith,8,9,330967,68,233475
Ewan Mitchell,8,9,4032243,66,415901
Lee Hall,8,9,1016857,66,437150
Justin Fainter,8,9,53167,66,586089
Erwan Hassan,8,9,188577,64,192491
Samuli Välimäki,8,9,257043,64,1449450
Martin Dodgson,8,9,853785,64,1496926
Vasilis Palousis,8,9,4546038,62,1613220
Jared Phelan,8,9,223868,60,3304851
Michael Wong,8,9,817074,55,2843920
Bernhard Hagen,8,9,1293031,54,1416735
Matus Caplovic,8,9,520601,50,2059614
Alexander Østervold,8,9,510524,49,1383312
Ahmad Fuad,8,9,1293688,47,4968733
Jonathan Swanzy,8,9,2472665,45,2447848
Sean Murphy,8,9,47700,45,4118447
Tom Flannery,8,9,3555629,45,5900017
Boldbayar Khurmyet,8,9,9707942,12,10015310
Matteo De Sanctis,8,10,63650,73,5334
Rich Hill,8,10,35829,72,224717
Toby H J,8,10,4195615,72,568383
Steve Thayer,8,10,477944,71,42468
Packie McGrath,8,10,2413903,66,724513
Hrisro Koznichki,8,10,781251,66,815811
Stephen Johnson,8,10,4482404,63,134999
Adrian Callanan,8,10,527289,61,185100
Vinny Craine,8,10,696423,60,23091
TI92 Mohammad Wasis Suryo Adi,8,10,714172,60,607265
Christian Bullock,8,10,8455053,58,1141148
Agata Wasik,8,10,146758,56,1726933
ALOK DESHPANDE,8,10,4777029,54,1805281
Svein Roald L Usken,8,10,14347,52,1174461
Dan Chapman,8,10,72866,51,2528487
Steve Raven,8,10,967073,49,2064628
scott freemann,8,10,995030,48,1973574
Ujjwal Upadhyay,8,10,1736754,36,5018660
Miguel Cafuquena,8,10,702955,33,5178384
Bill Seibert,8,10,2512597,32,5099866
Dougie Forbes,8,11,222706,81,794056
Richard Johnson,8,11,57490,72,500882
Michael Gilligan,8,11,162891,68,518998
Phil Longfellow,8,11,4065787,67,1096945
Seweryn Jak.ubiec,8,11,5694067,63,696697
Thanzeel Ali Kattukudy,8,11,85071,61,808681
Agung Ramadhan,8,11,1632857,61,1644300
Gerry Coenen,8,11,65221,57,2216713
Robin O'Sullivan,8,11,1541822,57,2692930
Keith Nicholls,8,11,460018,56,1271022
Lawal Akorede,8,11,201042,55,843391
Mohd Amiruddin,8,11,9000910,55,3831865
Jeremy Heng,8,11,4919652,54,2593772
devendra ghimire,8,11,2777766,53,3405310
Adam Vieira,8,11,1075802,51,1265701
Bonnie Maushe,8,11,3179032,51,2945129
Dhruv Galada,8,11,6706113,50,1296781
Nathaniel Dean,8,11,2019780,43,3867889
Ke Wei Tan,8,11,1996574,40,3006679
George Wilshaw,8,11,31197,36,1114679
Filip Johansson Bahar,8,12,76952,88,4317
Chris Coffey,8,12,844730,77,248869
Eanna Mannion,8,12,4309862,76,9986
tadhg keyes,8,12,3749143,73,155268
Nicholas Chin,8,12,1942555,71,58376
Hugh McWhinnie,8,12,1387172,60,1602350
Steve Ham,8,12,1054454,58,152017
Andrew Macinnes,8,12,171671,58,769986
Stephen Arbuthnot,8,12,13780,58,1608156
Jim Graham,8,12,5817571,58,2287305
Myles Daniel,8,12,4950612,54,1522704
Neil Madders,8,12,572904,51,1207608
Tersoo Adekpe,8,12,3587102,51,4707980
Malaikat Jahad,8,12,750803,48,2041256
Anton Simanchuk,8,12,6083080,48,3341834
Gareth Crocker,8,12,127121,46,495080
Jeff Whipple,8,12,4103046,45,3297482
Marek Kiełbasiński,8,12,862457,43,2621943
Dero Nelly,8,12,7481522,37,4267129
José José,8,12,8517060,33,5924500
Didrik Friele Grung,8,13,4875600,83,378357
Sanket Malwade,8,13,477524,69,52953
Shaun Claridge,8,13,109816,65,761478
Dan Simpson,8,13,375573,63,634949
Manan Vithalani,8,13,774210,61,1812247
shunveer sookun,8,13,141104,60,450543
Adam Harvey,8,13,1134362,60,2049129
Steven Denholm,8,13,371292,60,2474128
Zoddi Dizzo,8,13,15738,58,1506213
Roger Morgan,8,13,618719,57,57417
chris jefferson,8,13,1284827,57,549098
Martin Mrksa,8,13,1680182,57,3174199
john ryan,8,13,1729982,55,868460
Malvin Samanga,8,13,5824209,54,2008125
Khushaal Chouhan,8,13,2869688,54,5783895
Alejandro Luján,8,13,5176470,52,3696142
Anthony Daniyan,8,13,1038652,51,3358026
Aleksandar Loric,8,13,1088007,47,1401468
Chun Yung,8,13,4140167,37,4578655
Nikola Ćulibrk,8,13,1398637,33,7073277
Mohammad Rafi,8,14,9304,82,58837
Keith Rooney,8,14,4207463,75,93321
Sreeks P,8,14,54862,73,139483
Aaron Flynn,8,14,2668423,70,309754
Jan Alexander,8,14,403636,66,1156928
Tom Dalton,8,14,3833467,63,1113848
Bryan Foo,8,14,4782155,60,637018
Stevie Hodgson,8,14,1878342,58,905177
Francis Powderly,8,14,1483470,55,230265
Priyam Banerjee,8,14,351641,55,685876
Damian Wesołowski,8,14,408681,54,1370078
debayan dasgupta,8,14,7857702,52,534777
Peder Ernerot,8,14,620841,52,947458
Max HANNA,8,14,1190420,49,1122924
Diva Plavalaguna,8,14,257752,48,844388
Seamus McAdams,8,14,47249,48,1737735
Raul Ish,8,14,4026994,46,2122809
Cristian Rich,8,14,713430,45,1754155
Ayoub Rami,8,14,129339,42,1436062
Edis Azirović,8,14,1356009,42,3830052
Martin Renöfält,8,15,28967,72,359843
David Ellis,8,15,1344092,72,429489
Brian McKiddie,8,15,1244039,69,408093
Andrew Carson,8,15,2141188,69,918973
Thomas Sully Guerrier,8,15,1137631,69,1496093
Amr Elkayyal,8,15,640186,66,313839
John Hartupee,8,15,3321379,64,581018
Svetoslav Chimev,8,15,4422174,63,150838
Thomas Norton,8,15,9254,62,2651618
Matteo Pedrotti,8,15,2991079,61,670913
Dominic Flood,8,15,3814632,57,1394318
Junaid Abdul Mannan,8,15,20150,55,1671405
Brian Murphy,8,15,3136130,52,396015
Daniel Anderson,8,15,6623696,51,1436062
Francisco Tesla,8,15,8914009,50,2381366
Niclas Martinsson,8,15,5508431,45,1060259
Magnus Myrvold,8,15,2819863,43,2001082
Phillip Paterson,8,15,1953675,42,3130998
John Jones,8,15,4229688,39,4240774
Osamah Aldamen,8,15,1346966,34,4798918
Phil Britton,8,16,7153,81,19792
kimossabi العربي,8,16,266970,75,172489
Shahen Withana,8,16,356390,73,209733
Raj Pratik,8,16,52553,66,8890
Lumi Lof,8,16,3338291,63,142372
Ghaith Al Ghalib,8,16,742603,63,657126
Scott Glenn,8,16,635569,59,185304
Jere Lahti,8,16,10584,58,26555
Nikolai Piotrowski,8,16,5256483,58,109443
John Saunders,8,16,629663,58,336951
Kevin Renart,8,16,33551,58,945307
Patrick Cross,8,16,3808613,54,194391
Daniel D'Orlando,8,16,180065,54,511535
Tom Myers,8,16,4183120,54,556951
Mahmoud Khalil,8,16,6422647,52,1004537
Karim Mustapha Awadain,8,16,1237615,51,3066334
Mohd Azani,8,16,4946316,48,2290142
Rishi Presanth,8,16,3601178,45,3921599
John Glover,8,16,200798,39,2457721
Imran Ahmed,8,16,1672600,27,4255847
Natalya Seregina,8,17,3140783,78,383029
Oscar Jacobsohn,8,17,464465,73,117118
Harj Singh,8,17,2124876,69,647154
mike jones,8,17,511193,69,1061083
Brian Fitzgerald,8,17,3330362,66,338014
Kamil Cwieka,8,17,3451435,65,374628
Dave Cooper,8,17,689653,64,464140
Nick Triggs,8,17,5630359,60,540616
Norman Hayman,8,17,1667086,59,185737
Robert Vard,8,17,1399514,58,299187
Paul Reid,8,17,673650,54,1517368
John Perantakos,8,17,2537065,53,2431889
Rose Gilhawley,8,17,1151148,52,2409644
ADAM Aimeur,8,17,331499,51,1563415
John O'Halloran,8,17,1244409,51,3892339
Luka Tomsic,8,17,322606,45,2532656
Iñigo Ayerdi Irizar,8,17,661269,44,4710556
hossam-eddine bourass,8,17,1535685,43,4777240
Juergen Yong,8,17,8123697,42,1904352
Anand Vatsya,8,17,785084,37,4777928
Marcin Kupis,8,18,115435,72,85024
Samjad Mohammed,8,18,123310,72,265512
Kevin Wijaya,8,18,1881598,67,88056
Oliver Glatz,8,18,459274,66,115346
Einar Magnus Einarsson,8,18,187984,63,83078
Umer Usman,8,18,139644,63,384523
Eon Flagz,8,18,1739685,61,923409
Dražen Dragić,8,18,208552,60,1146680
Tom Holmes,8,18,2463431,59,1054192
Hristo Zhekov,8,18,810154,59,1235920
Shanito Bee,8,18,961100,58,2101869
Matt Weavers,8,18,4137458,56,1357232
Sodiq Wahab,8,18,14162,53,567271
jamie cormick,8,18,2046348,52,2204702
Edis Severi,8,18,704229,49,3006679
Neil Alexander,8,18,528857,48,2055240
Harry Roper,8,18,2474703,47,1725256
Arnaud Falisse,8,18,5862585,46,5756596
Lydon Reddy,8,18,7291739,44,1766040
Sasho Jovanovski,8,18,357086,32,4751163
Matthew Stewart,8,19,87009,76,246568
Bernard Brown,8,19,1014950,73,332728
Amy Walsh,8,19,3112779,64,166951
Adam Wright,8,19,982616,64,645846
Sam uel,8,19,4815362,64,809920
George Karmer,8,19,119692,64,1051934
Oli Turner,8,19,2379080,60,222008
Scott McClean,8,19,528571,60,864161
Aniket Antre,8,19,2358228,60,1326112
amita weaire,8,19,368603,56,461745
Baki Billah,8,19,5830359,55,1173306
Brad C,8,19,5486489,52,1952179
Brian Butler,8,19,333190,52,2970068
Alexandru Dorobantu,8,19,674633,51,1829432
Riza Ur Rob,8,19,517560,50,1383727
Artyom Bukreyev,8,19,6047857,49,4702594
Paul Maher,8,19,1250603,48,2834375
Paul Stanley,8,19,6072982,48,3392131
Kaustav Nayak,8,19,51244,45,1105536
Aaron Whiley,8,19,1469355,37,5332935
Georgi Bozhinov,8,20,239074,78,116021
nibir islam,8,20,948812,76,47761
Bijan Borghei,8,20,4820163,72,47133
Gustaf Ekholm,8,20,6092620,65,454614
Naquib Khalib,8,20,182880,65,579770
Peter Myrtle,8,20,1661113,64,582801
Maria Murphy,8,20,1575792,61,417330
Christian Steinbauer,8,20,3489854,59,316099
Pankaj Agrawal,8,20,801680,58,627386
David Coles,8,20,38209,55,587546
WC MAK,8,20,5851236,55,1138870
Heath Riky,8,20,174212,53,396692
Jeff and Jason Keen,8,20,20372,51,239661
Eunie Doherty,8,20,6070841,49,1115567
Kurtis B,8,20,2460908,49,3701672
Japneet Singh,8,20,5016842,47,931204
Unkle Sam,8,20,4913105,46,1256751
Ted Lasso,8,20,602002,45,679086
Andy Fisher,8,20,644615,45,1420776
Hemant Vallabh,8,20,1401016,33,1230748
Vyacheslav Morozenko,8,21,277448,80,70900
Chi Tsang,8,21,2547153,72,415371
Tom van de Ven,8,21,774395,70,1057821
Daniel Edney,8,21,4187184,64,815811
William Coventry,8,21,48148,62,391022
Alvin Mitchell,8,21,5864667,60,599302
Arno de Lange,8,21,554476,60,963127
Benjamin Malekia,8,21,1809938,60,1475495
Colm Vennard,8,21,16956,59,143229
Marty Finnerty,8,21,179231,58,1452872
Freshy .,8,21,10454,55,880031
Tom Schroffenegger,8,21,1977735,55,1723795
Stephen Mc Grath,8,21,3130404,54,338471
Coach Make$!,8,21,150095,53,490094
Will Stephens,8,21,345405,52,1168737
Ravindra Kondejkar,8,21,1185472,52,2650149
Nader Soudi,8,21,7620894,49,1579398
James Burns,8,21,299574,45,2723776
Zonaid Zaki,8,21,2624151,41,3385243
Anton van Loggerenberg,8,21,879369,27,7483914
Tom Grantham,8,22,784236,73,23617
mustafa hosny,8,22,1203471,72,477623
Aaron Spurling,8,22,6067149,70,40334
Mike Smith,8,22,2113595,67,174378
Bartłomiej Sienkiewicz,8,22,1999544,67,1478756
K B,8,22,512689,64,1259851
Gary Fitzpatrick,8,22,605847,63,473303
Boyan Angelov,8,22,131800,60,322722
Paris Iona,8,22,3329652,60,558697
Kris Sitiah,8,22,1829340,59,708186
chris moore,8,22,970319,58,277215
Björn Bromander,8,22,147156,58,936183
Mohamed ELmeslemany,8,22,2543999,57,1037921
Austin Wopara,8,22,37806,55,1008637
C R Sturge,8,22,590238,52,1106918
Lucky Luckyson,8,22,134784,48,3375286
Bradley Ball,8,22,7273629,47,2251266
geoff crangle,8,22,178429,40,4325069
Abdulla Farooq,8,22,7366581,34,5424870
Gwi Zdo,8,22,4736288,28,6784214
Sean Baker,8,23,5575310,79,74672
Armand Boshoff,8,23,212492,76,174378
Callum Beresford,8,23,366233,73,5497
Lautōrō Mwäbilë™,8,23,8192342,72,230092
Kevin Harris,8,23,5417,63,103369
القرية الفلاحية,8,23,314377,60,756127
Nikhil M,8,23,2706658,59,1023109
Nguyen Tung,8,23,250685,57,553271
Mohammad Haikal Halim,8,23,14754,57,1644635
Lamar Ellis,8,23,386211,56,546121
Tanmay Vora,8,23,265729,55,188592
Olamide Akande,8,23,1694497,55,738525
Neil Corless,8,23,2146772,55,2407911
Thomas Peel,8,23,922493,50,46423
Muhammad Agustiar,8,23,16193,49,559954
Cletus Dsouza,8,23,3928747,49,806765
Elphas Toreveyi,8,23,2622695,49,1891913
Sam Wright,8,23,1390590,40,1577647
Ashley Davies,8,23,84505,37,1967478
Jewel Khan,8,23,413579,37,3934662
Udit Khera,8,24,1176095,74,95577
Ben Marvin,8,24,40448,72,85112
Geir Inge Haukanes,8,24,539229,70,79053
Matej Horňák,8,24,332842,69,371286
Fili XIV Strašni,8,24,1402449,69,815267
Casper Nielsen,8,24,3237662,67,1403936
Janewit Siripurkphong,8,24,211131,66,901005
Adam Farmerie,8,24,738089,64,470466
Pritesh Shetty,8,24,35932,63,215480
Gareth MacGillivray,8,24,1160863,58,341422
Partth Sarthi Chakrabarty,8,24,509531,57,122872
Ricardo Santos,8,24,2903877,57,688384
Henare Mihaere,8,24,654653,54,1291335
Retiring Tinkerer,8,24,1424914,49,1679280
Alex Hitrik,8,24,1501236,46,1812247
Balu Nirmal,8,24,7298564,41,1089214
Zoheb Ali,8,24,83092,40,3680014
Steven Gaertner,8,24,2507407,39,4659771
george champion,8,24,980908,39,5301781
Shafi Ullah Khan,8,24,4298400,36,3875084
Shoib Gulamhussein,8,25,2215,70,246269
Andrzej Tarasiuk,8,25,2076363,69,332313
Tanmay Sarkar,8,25,230677,68,15389
It's B r a y o 254,8,25,983100,68,20114
Stan Shute,8,25,5532499,68,181436
Matthew Newago,8,25,895625,66,69572
Emanuel Gardiner,8,25,332984,66,1414978
Arvid Larsson,8,25,101127,63,351447
John Monnington,8,25,128617,60,340732
Ryan Goodger,8,25,121803,60,441858
Paul Smith,8,25,2102,59,680116
Matt Grossman,8,25,927955,58,550842
Raj Jadeja,8,25,1147469,57,2045198
E T,8,25,5119081,54,530171
Richard Noble,8,25,4438136,48,585627
Rich Prew,8,25,36689,48,1076598
Thomas Stasny,8,25,556657,47,794056
Lance Strother,8,25,3912504,43,4128075
james m,8,25,7078006,39,1630550
Hussein SONY,8,25,352420,21,7091512
Patrick Low,8,26,1423740,79,380150
YURII YU,8,26,11755,78,178337
christopher heath,8,26,1272160,75,2856722
Matthew Hudson,8,26,2249968,72,488486
Joseph Sithole,8,26,122554,64,301684
Alima Laminu,8,26,2346106,64,541720
Chris Mitchell,8,26,7966933,60,2499302
Darragh Gilhawley,8,26,615964,58,430740
Alex Gratton-Smith,8,26,419428,57,354392
Austin Banda,8,26,434476,57,1165151
Akshay Gupta,8,26,4190337,54,2704916
Arie Yanto,8,26,3775689,54,4962945
Dipto Sarkar,8,26,3915909,52,2008125
Jose Clua,8,26,2595223,51,969043
shuaib Khan,8,26,1176482,50,1238232
Scott Rouse,8,26,2210309,49,5664282
Piti Krasaesian,8,26,3115132,48,1246572
Sam Ruben,8,26,967222,48,1365181
Marcus Halland,8,26,4019420,42,1201323
Sean Donegan,8,26,1874792,24,6330140
Mohsin Qazi,8,27,77868,80,592942
Paul Muir,8,27,6607,75,122480
Shahanur Ahmed,8,27,2206,73,524281
Kerry Hodgson,8,27,9930,64,171998
Chris Zhuang,8,27,2324469,63,686482
Alieu Imam Sankoh,8,27,1571454,62,128957
Nathan Crook,8,27,883680,62,347015
Deniss Trofimov,8,27,5891413,61,667972
Kumaran Rajendran,8,27,177789,57,745489
FPL Baller,8,27,435315,56,278904
Andrew Robins,8,27,1132171,55,255229
John Face,8,27,264123,55,520855
Davilen Mauree,8,27,341691,55,617270
Philip Vickers,8,27,4662266,50,1057495
Ayeyemi Shola,8,27,1552227,49,3958582
Peter Campbell,8,27,3295280,46,1518081
Jarmo Savinainen,8,27,562845,46,1903690
Doyle BrunsoN,8,27,1856517,40,1309556
JHL Srisalouykul,8,27,3571579,40,6324038
mR bOnZeR,8,27,278095,39,1074911
Max Xhauflair,8,28,25579,77,3091
Andreas Morgenthaler,8,28,808989,72,931204
Andrew Ma,8,28,48309,70,23617
Clare Southcombe,8,28,294416,70,88247
Joseph Creason,8,28,1894259,66,267616
Finton Kiely,8,28,2421884,65,379760
Ben Alexander,8,28,3759824,63,146392
Aman Arora,8,28,125075,62,124842
James Hayes,8,28,7303371,62,1049543
Dean Edwards,8,28,752114,60,83626
Sittiwat Sahawat,8,28,147069,59,153252
Jazz Sian,8,28,1763417,56,614768
Tom Arnold,8,28,1897080,56,1074081
Malon Brown,8,28,6635409,55,646285
Terje Karleng,8,28,1721399,54,577180
Ellie Dougall,8,28,6326369,46,1708861
saurabh patel,8,28,5000130,39,1577647
dermot casey,8,28,721529,39,3010686
Dan Conaghan,8,28,3270126,36,2250336
Andy Jones,8,28,5141313,24,6823319
Simon Pickering,8,29,53318,77,273085
Victor B,8,29,1913704,73,204629
Prometheus Legacy,8,29,2149817,72,102312
Nick Robertson,8,29,27050,69,264279
Nige Fox,8,29,171405,68,62877
Niclas Andersson,8,29,178238,63,138481
Sumanth Ch,8,29,372276,63,448406
Harrison Tsekouras,8,29,25027,60,610286
Needle Man,8,29,369521,60,755377
steven forster,8,29,3653934,57,2078081
Ben Arfa,8,29,4158010,56,702797
Riba de Sella,8,29,8543826,54,1837287
Pat Kelly,8,29,3145676,52,3974161
Adrian Bartle,8,29,1201975,51,881857
Damien Cosgrave,8,29,6950835,51,1908872
Elias Pétur Vidfjord Thorarinsson,8,29,4712801,46,3508871
Ade Wijaya,8,29,2209582,45,2659901
Sam Roberts,8,29,312969,42,1751520
Taylor Ulmen,8,29,4561487,40,4007839
Jovan Jakšić,8,29,1254840,35,1591393
Þorsteinn Magnússon,8,30,5421890,76,6664
Richard Mason,8,30,551171,69,707541
Benedikt Bjarnason,8,30,176048,62,4576
german s,8,30,121349,62,444659
Cormac Walsh,8,30,757530,62,807841
Vincenzo Giovanni Da Vinci,8,30,7171,61,204373
Kyle M Smith,8,30,1142231,61,318444
Mateja Trtica,8,30,541690,60,74177
Niclas Leonardson,8,30,27132,60,104749
Zackyouell Hassan,8,30,760135,59,1503847
John O'Brien,8,30,5140689,58,302476
Jayne Johnson,8,30,4470313,57,526209
Mark Holloway,8,30,6199523,56,175002
Louis Richards,8,30,5113911,53,219596
Vasilis Giakoumakis,8,30,2937973,52,640545
Mike French,8,30,7164,52,843062
Zoltan Acs,8,30,481006,51,781428
Tom Jones,8,30,1805281,49,1825340
Steve Harrison,8,30,8847,39,780020
Senth Selvam,8,30,4253615,30,1314513
David Lichtman,8,31,489993,75,163827
Camo & Jacko Dodd,8,31,1655690,71,5109
David Curnick,8,31,785722,70,168688
Carlos Barros,8,31,80158,66,554708
Joanne Hewison,8,31,14921,65,147727
Elliott Nicklin,8,31,11064,64,75331
Vipul Bhatia,8,31,1175511,64,473850
Declan Walsh,8,31,4197503,62,439742
Christian Tobin,8,31,5919629,61,1061821
Diane Moody,8,31,2335845,58,2428486
Kevin Griffin,8,31,1123793,55,320400
Nikodem Surdacki,8,31,254136,54,1448343
Peggy Lakey,8,31,7878930,51,2588243
Mike Birdsall,8,31,590109,49,2483594
Travis Manikkam,8,31,3008797,48,1008244
Daithi Michael O Deisce,8,31,6683506,48,1924577
Prince Ugochukwu,8,31,117592,48,3381921
Ahmed Negm,8,31,153370,43,1419112
samyak jain,8,31,7634427,42,4273556
saiful islam,8,31,2162560,38,5070034
Mike Shires,8,32,395199,82,223755
Sean Edwards,8,32,8395,78,417739
Diarmuid Shortt,8,32,106710,74,50615
Danny Watkins,8,32,3391761,67,52312
Andrew Sunderland,8,32,138938,66,172489
Nick Ploumis,8,32,1696617,64,235176
Odion Akhimiemona,8,32,246904,59,179081
Nik Gandhi,8,32,1842214,58,621108
ONE LOVE,8,32,3009865,57,172917
Chisha Mazimba,8,32,233089,57,1998453
David Vardanyan,8,32,156798,53,851613
Paul O Connor,8,32,1235021,53,1567524
Jamie Barry,8,32,2169844,52,774737
Simon Koutaplis,8,32,456274,52,1092307
Luke Staddon,8,32,630607,52,1324649
Nikola Nesic,8,32,2337626,51,1184233
james hopkins,8,32,2004566,48,810813
Emmanuel O,8,32,1802621,36,3622613
Kerry Garratt,8,32,1816806,35,1703821
Goran Lakic,8,32,682410,35,2862601
Stephen Aiken,8,33,3162755,87,13221
Paul Swift,8,33,1230072,73,228741
Greg Simpson,8,33,151461,72,241747
Will Ostdiek,8,33,754473,71,133153
James Murray,8,33,238452,61,280055
Paul Dodd,8,33,1373221,58,64153
Marcus Leong,8,33,333452,58,466766
Rob Towers,8,33,178871,56,1547003
Aaron Ball,8,33,250798,55,109732
Stuart Purkiss,8,33,1154113,55,620099
Cullen Wilson,8,33,279414,54,2434384
Jon Peden,8,33,755472,53,1591393
Kevin Mitten,8,33,2415043,52,1430319
Chris Irving,8,33,1734226,49,863881
Moustafa Ashour,8,33,8436232,49,2256143
Jewel Jose,8,33,57877,48,419831
Sanjay Bathija,8,33,3671447,48,1814371
Orn Ulfar Saevarsson,8,33,3522193,47,1437996
Dillon Whyte,8,33,1829730,46,637899
Charlie Weatherill,8,33,643,36,1984778
Tommi Skogberg,8,34,1351566,73,149902
Kuba Büttner,8,34,27578,71,19435
Martin Yates,8,34,166881,68,126931
Steven Goddard,8,34,660638,67,117305
Lucas Johansson,8,34,1046474,66,524281
Stu Neft,8,34,152083,65,12057
John Foreman,8,34,889403,65,1738332
Bobby Digital,8,34,5096,64,485470
Lucas Leiva,8,34,6672541,59,1190923
Bashir Garba,8,34,3252839,58,2078992
Danilo Backović,8,34,163704,57,297140
Kshitiz Basnet,8,34,1502274,57,392209
Mike Parker,8,34,3167263,52,394643
Remy McHennie,8,34,2111592,48,809395
Ewoma Ogidi,8,34,622267,48,856247
Arnie D,8,34,926637,45,2435070
Temitope Odulate,8,34,2720820,44,5107597
DaNo TAi68,8,34,146975,42,1823407
Bertil Evertsson,8,34,22832,42,4586495
Nabi Bana,8,34,4388,39,2741048
Sam Owens,8,35,26873,76,46819
Robert Salisbury,8,35,3814198,74,520243
Chris Jago,8,35,7658,69,153252
Michael Welsh,8,35,4714158,67,291905
David Ross,8,35,311334,67,536817
Dean McDonald,8,35,183765,65,150207
Cameron Boyd Smith,8,35,1475079,65,773726
Ihor Sehinovych,8,35,1596960,63,606819
m an9ari,8,35,250909,60,1351203
Ritesh Nair,8,35,4755892,59,732955
Arthur Gomez,8,35,881722,58,496272
Mark Daniels,8,35,1646039,57,998825
Ventsislav Penev,8,35,1737881,55,942872
Jack Gwynne,8,35,632771,51,1758960
Alan Kan,8,35,5164942,44,1385558
Finlay Taylor,8,35,6435119,43,1302889
Stephen Mansfield,8,35,626410,39,1502453
Pritish Ramu,8,35,972863,39,2632088
Suzanne Ball,8,35,1892091,39,2881606
bilal bouakaz,8,35,7286992,38,4545997
Tony Zelinskiy,8,36,1446383,76,283542
Nicolas Gendron,8,36,3331113,73,140885
Nitin Pandey,8,36,480871,72,451904
Matt Bilton,8,36,286262,70,75874
A Transcended Mother,8,36,18803,64,810710
Steve Darbin,8,36,168327,63,1470596
Ivan Tomašević,8,36,787637,61,943786
Kimmo Nordstrom,8,36,1694792,60,468845
James Bonifacy,8,36,1191136,59,354763
Charles Dove,8,36,578239,58,698030
John Palmer,8,36,6152756,57,871851
Bhasanan Sukanthanak,8,36,213044,55,2222859
Patryk Oszczepalski,8,36,3408400,54,224015
Paul Mann,8,36,5579546,54,1083550
bryan ritchie,8,36,229308,48,2666102
Wiseman Ndakondja,8,36,1908848,46,1483989
Connor Jackson,8,36,5354917,46,2642658
Jon Heron,8,36,340758,46,3809844
David Webb,8,36,1670647,37,723104
Abhijeet Pendyala,8,36,7918109,32,4301328
Graeme MacPhee,8,37,624201,87,148205
Graham Walsh,8,37,683239,79,62516
Kofi Owusu-Kyereko,8,37,1737,78,489463
Moses Samuel,8,37,232444,72,625044
patrick wilson,8,37,327101,69,241997
Andy Clark,8,37,26575,69,332066
